#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_1_(dbseq-nr_0)_[4531303,4536563]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[4660533,4668365]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[4714190,4721027]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[4721240,4727268]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[4728193,4733607]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
scaffold_1_(dbseq-nr_0)_[4951479,4957896]	LTR	Copia	sire	no	-	AP|pseudovirus INT|tork RT|sire RNaseH|sire
scaffold_1_(dbseq-nr_0)_[500350,506233]	LTR	Gypsy	v_clade	yes	-	GAG|pyret AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[5032960,5038332]	LTR	Gypsy	mixture	no	-	RT|reina INT|tat
scaffold_1_(dbseq-nr_0)_[5050075,5062798]	LTR	Gypsy	mixture	no	-	RT|gypsy RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[5087846,5092595]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_1_(dbseq-nr_0)_[5096885,5101581]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|maggy
scaffold_1_(dbseq-nr_0)_[5133157,5139597]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[515422,521277]	LTR	Copia	tork	no	-	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[5178814,5186540]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[5394266,5401917]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[5461503,5466332]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_1_(dbseq-nr_0)_[5500117,5505210]	LTR	Copia	tork	no	-	AP|pseudovirus INT|tork RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[5557841,5562668]	mixture	mixture	mixture	unknown	+	GAG|v_clade AP|dtg_ilg_template
scaffold_1_(dbseq-nr_0)_[5597125,5604078]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_1_(dbseq-nr_0)_[5736475,5748499]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_1_(dbseq-nr_0)_[5760112,5765311]	LTR	Copia	mixture	no	+	INT|retrofit RT|tork RNaseH|codi_d
scaffold_1_(dbseq-nr_0)_[5774657,5778482]	LTR	Copia	mixture	no	-	AP|ty1/copia RT|1731 RNaseH|retrofit
scaffold_1_(dbseq-nr_0)_[5782350,5788818]	LTR	Copia	sire	no	-	AP|ty1/copia INT|sire RT|sire RNaseH|sire
scaffold_1_(dbseq-nr_0)_[5823569,5828361]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_1_(dbseq-nr_0)_[5829366,5836995]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[5864106,5875197]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|codi_d
scaffold_1_(dbseq-nr_0)_[5879345,5884159]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_1_(dbseq-nr_0)_[5934396,5941307]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[5942449,5948359]	LTR	Copia	tork	no	-	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[5953258,5958944]	LTR	Copia	sire	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_1_(dbseq-nr_0)_[6146744,6151630]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_1_(dbseq-nr_0)_[6178391,6183830]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_1_(dbseq-nr_0)_[6309540,6315356]	LTR	Gypsy	mixture	no	+	RNaseH|del INT|gmr1
scaffold_1_(dbseq-nr_0)_[6525234,6530935]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[6733800,6740469]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_1_(dbseq-nr_0)_[6880312,6884756]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RNaseH|sire
scaffold_1_(dbseq-nr_0)_[716323,721393]	LTR	Copia	tork	no	-	AP|pseudovirus INT|tork RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[7573021,7579231]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_1_(dbseq-nr_0)_[770275,776956]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_1_(dbseq-nr_0)_[7885645,7897578]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RNaseH|sire
scaffold_1_(dbseq-nr_0)_[910614,916078]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_1_(dbseq-nr_0)_[956858,962498]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_201_(dbseq-nr_200)_[8746,15062]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_203_(dbseq-nr_202)_[3351,8245]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_204_(dbseq-nr_203)_[25293,32929]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_204_(dbseq-nr_203)_[33929,38748]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_205_(dbseq-nr_204)_[18823,24430]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_205_(dbseq-nr_204)_[33018,38916]	LTR	Copia	sire	no	+	INT|copia RT|sire RNaseH|sire
scaffold_208_(dbseq-nr_207)_[2127,7582]	LTR	Copia	tork	no	-	AP|tork INT|retrofit RT|tork RNaseH|sire
scaffold_20_(dbseq-nr_19)_[1080179,1085790]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_20_(dbseq-nr_19)_[1123785,1126499]	LTR	Copia	mixture	no	+	RT|1731 RNaseH|sire
scaffold_20_(dbseq-nr_19)_[1192606,1199235]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|1731 RNaseH|codi_d
scaffold_20_(dbseq-nr_19)_[1234228,1240413]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_20_(dbseq-nr_19)_[128620,133703]	LTR	Copia	mixture	no	+	INT|retrofit RT|tork RNaseH|pseudovirus
scaffold_20_(dbseq-nr_19)_[1360180,1365716]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|1731 RNaseH|codi_d
scaffold_20_(dbseq-nr_19)_[1383499,1387813]	LTR	Gypsy	v_clade	no	-	AP|reina RT|v_clade INT|v_clade
scaffold_20_(dbseq-nr_19)_[1391817,1399821]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_20_(dbseq-nr_19)_[1412446,1419986]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_20_(dbseq-nr_19)_[1442150,1449101]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_20_(dbseq-nr_19)_[1473142,1480028]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_20_(dbseq-nr_19)_[1605276,1611598]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_20_(dbseq-nr_19)_[1708352,1716604]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_20_(dbseq-nr_19)_[1717322,1724259]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_20_(dbseq-nr_19)_[1809785,1813632]	LTR	Copia	copia	no	-	RT|copia RNaseH|copia
scaffold_20_(dbseq-nr_19)_[1835473,1840901]	LTR	Copia	tork	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_20_(dbseq-nr_19)_[1860079,1865968]	LTR	Copia	mixture	no	-	INT|oryco RNaseH|tork
scaffold_20_(dbseq-nr_19)_[1869149,1875524]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|codi_d
scaffold_20_(dbseq-nr_19)_[1977560,1983870]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|1731 RNaseH|copia
scaffold_20_(dbseq-nr_19)_[2161236,2166638]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_20_(dbseq-nr_19)_[2243520,2252745]	LTR	Copia	ty1/copia	no	+	AP|ty1/copia
scaffold_20_(dbseq-nr_19)_[2277131,2282872]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_20_(dbseq-nr_19)_[2333252,2338322]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_20_(dbseq-nr_19)_[2478643,2484475]	LTR	Gypsy	v_clade	yes	-	GAG|pyret AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_20_(dbseq-nr_19)_[2491655,2498638]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_20_(dbseq-nr_19)_[2513121,2517948]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_20_(dbseq-nr_19)_[2640204,2645034]	LTR	Copia	mixture	no	-	INT|copia RT|1731 RNaseH|codi_d
scaffold_20_(dbseq-nr_19)_[2645836,2652654]	LTR	Gypsy	v_clade	no	+	INT|v_clade
scaffold_20_(dbseq-nr_19)_[2658227,2663989]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_20_(dbseq-nr_19)_[2713709,2720501]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_20_(dbseq-nr_19)_[2841339,2843127]	LTR	Copia	mixture	no	+	RT|pCretro RNaseH|sire
scaffold_20_(dbseq-nr_19)_[339674,344761]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|tork RNaseH|copia
scaffold_20_(dbseq-nr_19)_[650698,656868]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_20_(dbseq-nr_19)_[67121,71938]	mixture	mixture	mixture	unknown	-	GAG|v_clade AP|dtg_ilg_template
scaffold_20_(dbseq-nr_19)_[785681,792612]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|tat
scaffold_20_(dbseq-nr_19)_[801527,808558]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|all
scaffold_20_(dbseq-nr_19)_[919066,933475]	LTR	Copia	sire	no	+	RNaseH|sire
scaffold_20_(dbseq-nr_19)_[982619,988105]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|pCretro RNaseH|sire
scaffold_210_(dbseq-nr_209)_[5808,11359]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_211_(dbseq-nr_210)_[15953,23938]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_211_(dbseq-nr_210)_[26206,31644]	LTR	Gypsy	v_clade	no	+	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_217_(dbseq-nr_216)_[24421,31194]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_217_(dbseq-nr_216)_[4869,11642]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_219_(dbseq-nr_218)_[5,7855]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_21_(dbseq-nr_20)_[1139004,1144355]	LTR	Copia	copia	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_21_(dbseq-nr_20)_[1753300,1758619]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_21_(dbseq-nr_20)_[1779010,1785446]	LTR	Copia	tork	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_21_(dbseq-nr_20)_[2101795,2106673]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|pseudovirus RNaseH|copia
scaffold_21_(dbseq-nr_20)_[2175566,2182607]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_21_(dbseq-nr_20)_[2375779,2382038]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_21_(dbseq-nr_20)_[265789,280627]	LTR	Gypsy	v_clade	no	?	CHR|all INT|v_clade RNaseH|v_clade RT|copia
scaffold_21_(dbseq-nr_20)_[2701838,2708356]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_21_(dbseq-nr_20)_[2714934,2723747]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_21_(dbseq-nr_20)_[2733888,2740967]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_21_(dbseq-nr_20)_[2745940,2752232]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_21_(dbseq-nr_20)_[2754776,2760156]	LTR	Copia	mixture	no	-	AP|pseudovirus INT|tork RT|sire
scaffold_21_(dbseq-nr_20)_[530157,535418]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_21_(dbseq-nr_20)_[724821,731099]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_21_(dbseq-nr_20)_[794692,799320]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_21_(dbseq-nr_20)_[802491,809126]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_21_(dbseq-nr_20)_[869220,875765]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_21_(dbseq-nr_20)_[87063,92318]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_222_(dbseq-nr_221)_[8411,20075]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_22_(dbseq-nr_21)_[1056387,1063349]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_22_(dbseq-nr_21)_[138150,143641]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|1731 RNaseH|sire
scaffold_22_(dbseq-nr_21)_[1627967,1632034]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_22_(dbseq-nr_21)_[1633597,1639108]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|tork RNaseH|sire
scaffold_22_(dbseq-nr_21)_[1663243,1669017]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_22_(dbseq-nr_21)_[181896,191103]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|1731 RNaseH|codi_d
scaffold_22_(dbseq-nr_21)_[1894691,1901739]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_22_(dbseq-nr_21)_[203648,205483]	LTR	Gypsy	tat	no	-	INT|tat
scaffold_22_(dbseq-nr_21)_[205705,211473]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|oryco RNaseH|copia
scaffold_22_(dbseq-nr_21)_[2121009,2127552]	LTR	Copia	tork	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_22_(dbseq-nr_21)_[2284302,2287483]	LTR	Copia	mixture	no	+	RT|sire RNaseH|tork
scaffold_22_(dbseq-nr_21)_[2320226,2325478]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_22_(dbseq-nr_21)_[246316,252817]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_22_(dbseq-nr_21)_[270518,276694]	LTR	Copia	sire	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_22_(dbseq-nr_21)_[277047,284042]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_22_(dbseq-nr_21)_[2871718,2877870]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|pCretro RNaseH|codi_d
scaffold_22_(dbseq-nr_21)_[2883065,2887779]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_22_(dbseq-nr_21)_[289259,297906]	LTR	Gypsy	v_clade	no	+	RT|v_clade
scaffold_22_(dbseq-nr_21)_[2903496,2909677]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|17_6 INT|gmr1
scaffold_22_(dbseq-nr_21)_[2909681,2914365]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_22_(dbseq-nr_21)_[306984,312467]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_22_(dbseq-nr_21)_[48746,58947]	LTR	Copia	mixture	no	-	RT|tork RNaseH|sire
scaffold_22_(dbseq-nr_21)_[511495,518726]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_22_(dbseq-nr_21)_[528599,533572]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_22_(dbseq-nr_21)_[534171,542624]	LTR	Gypsy	v_clade	no	-	AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_22_(dbseq-nr_21)_[557940,562851]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|1731 RNaseH|codi_d
scaffold_22_(dbseq-nr_21)_[676933,681780]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_22_(dbseq-nr_21)_[70732,76610]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_22_(dbseq-nr_21)_[91096,99541]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_231_(dbseq-nr_230)_[17448,23256]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_234_(dbseq-nr_233)_[15128,22861]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_238_(dbseq-nr_237)_[14611,21729]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_238_(dbseq-nr_237)_[7,5317]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_23_(dbseq-nr_22)_[1125432,1133422]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_23_(dbseq-nr_22)_[1134072,1141669]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_23_(dbseq-nr_22)_[1582465,1588745]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_23_(dbseq-nr_22)_[1849474,1855920]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_23_(dbseq-nr_22)_[2787200,2793129]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_23_(dbseq-nr_22)_[2795709,2804933]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_23_(dbseq-nr_22)_[2810325,2818221]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_23_(dbseq-nr_22)_[2879276,2885553]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_23_(dbseq-nr_22)_[2893228,2899476]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_23_(dbseq-nr_22)_[733947,740903]	LTR	Copia	mixture	no	-	AP|copia INT|retrofit RT|pseudovirus RNaseH|sire
scaffold_23_(dbseq-nr_22)_[892620,906217]	LTR	Gypsy	tat	no	-	INT|tat
scaffold_23_(dbseq-nr_22)_[986685,992617]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_243_(dbseq-nr_242)_[3838,10369]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_248_(dbseq-nr_247)_[5047,10579]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_249_(dbseq-nr_248)_[5155,11688]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_24_(dbseq-nr_23)_[109045,113651]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_24_(dbseq-nr_23)_[1169083,1176328]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_24_(dbseq-nr_23)_[1176564,1184756]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_24_(dbseq-nr_23)_[1185653,1190689]	LTR	Copia	mixture	no	-	AP|retrofit INT|oryco RT|1731 RNaseH|copia
scaffold_24_(dbseq-nr_23)_[1205688,1212711]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|osvaldo
scaffold_24_(dbseq-nr_23)_[1425963,1433673]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_24_(dbseq-nr_23)_[1640865,1647031]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_24_(dbseq-nr_23)_[1900470,1914588]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_24_(dbseq-nr_23)_[1945362,1960714]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_24_(dbseq-nr_23)_[1966579,1971284]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_24_(dbseq-nr_23)_[197242,204106]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_24_(dbseq-nr_23)_[1973678,1976201]	LTR	Copia	tork	no	+	GAG|tork
scaffold_24_(dbseq-nr_23)_[2043393,2054520]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_24_(dbseq-nr_23)_[2062487,2069423]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_24_(dbseq-nr_23)_[2088720,2095651]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_24_(dbseq-nr_23)_[2114528,2122810]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|tat
scaffold_24_(dbseq-nr_23)_[2129976,2138475]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_24_(dbseq-nr_23)_[214004,218864]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_24_(dbseq-nr_23)_[2145081,2153393]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_24_(dbseq-nr_23)_[2157917,2162808]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_24_(dbseq-nr_23)_[2166091,2173930]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_24_(dbseq-nr_23)_[2191702,2197767]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_24_(dbseq-nr_23)_[2240780,2247060]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_24_(dbseq-nr_23)_[2314647,2328884]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement AP|ty1/copia
scaffold_24_(dbseq-nr_23)_[2377406,2382642]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|tork RNaseH|copia
scaffold_24_(dbseq-nr_23)_[2477392,2484093]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
scaffold_24_(dbseq-nr_23)_[2736601,2741949]	LTR	Copia	copia	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_24_(dbseq-nr_23)_[890064,893210]	LTR	Copia	mixture	no	+	AP|retrofit RNaseH|sire
scaffold_250_(dbseq-nr_249)_[247,7856]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_250_(dbseq-nr_249)_[7861,16066]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_251_(dbseq-nr_250)_[9249,16024]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_25_(dbseq-nr_24)_[1221598,1228393]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|412_mdg1 RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_25_(dbseq-nr_24)_[1229199,1236762]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
