#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_15_(dbseq-nr_14)_[1830062,1836349]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_15_(dbseq-nr_14)_[1836594,1847950]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_15_(dbseq-nr_14)_[1848802,1856118]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_15_(dbseq-nr_14)_[1856123,1865130]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_15_(dbseq-nr_14)_[200819,206042]	LTR	Copia	tork	no	+	INT|tork RT|pseudovirus RNaseH|tork
scaffold_15_(dbseq-nr_14)_[254244,260858]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_15_(dbseq-nr_14)_[269539,277402]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_15_(dbseq-nr_14)_[278594,287389]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_15_(dbseq-nr_14)_[287392,293719]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_15_(dbseq-nr_14)_[31788,37986]	LTR	Copia	sire	no	-	AP|ty1/copia INT|copia RT|sire RNaseH|sire
scaffold_15_(dbseq-nr_14)_[392338,398509]	LTR	Copia	sire	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_15_(dbseq-nr_14)_[401002,405986]	LTR	Copia	mixture	no	-	RT|tork RNaseH|sire
scaffold_160_(dbseq-nr_159)_[111220,117426]	LTR	Copia	sire	no	-	AP|ty1/copia INT|copia RT|sire RNaseH|sire
scaffold_160_(dbseq-nr_159)_[166355,171330]	LTR	Copia	retrofit	no	-	INT|retrofit
scaffold_160_(dbseq-nr_159)_[290161,294702]	LTR	Copia	mixture	no	+	AP|retrofit INT|sire RT|tork RNaseH|copia
scaffold_160_(dbseq-nr_159)_[302995,311124]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_160_(dbseq-nr_159)_[311125,318137]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_160_(dbseq-nr_159)_[351129,360803]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_160_(dbseq-nr_159)_[65989,68346]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_160_(dbseq-nr_159)_[87946,101002]	LTR	Copia	mixture	no	+	RT|tork RNaseH|copia
scaffold_161_(dbseq-nr_160)_[102223,109215]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_161_(dbseq-nr_160)_[37272,44982]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_161_(dbseq-nr_160)_[77989,85597]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|crm
scaffold_161_(dbseq-nr_160)_[87010,93759]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_162_(dbseq-nr_161)_[102423,108138]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_162_(dbseq-nr_161)_[194383,209414]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|tork RNaseH|codi_d
scaffold_162_(dbseq-nr_161)_[238145,244168]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_162_(dbseq-nr_161)_[245164,248580]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade
scaffold_162_(dbseq-nr_161)_[253718,260200]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_162_(dbseq-nr_161)_[269434,276453]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_162_(dbseq-nr_161)_[326805,332595]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_162_(dbseq-nr_161)_[342646,348993]	LTR	Gypsy	v_clade	no	+	GAG|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_162_(dbseq-nr_161)_[5842,12977]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_163_(dbseq-nr_162)_[2711,9650]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_163_(dbseq-nr_162)_[330443,337621]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_163_(dbseq-nr_162)_[337741,345797]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_163_(dbseq-nr_162)_[9655,16397]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_164_(dbseq-nr_163)_[13288,20308]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_164_(dbseq-nr_163)_[295801,304353]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_164_(dbseq-nr_163)_[305066,310635]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_164_(dbseq-nr_163)_[311687,319793]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_164_(dbseq-nr_163)_[333055,340336]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_165_(dbseq-nr_164)_[186319,188684]	LTR	Gypsy	v_clade	no	-	RT|v_clade
scaffold_165_(dbseq-nr_164)_[26081,32715]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_165_(dbseq-nr_164)_[33094,40264]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_165_(dbseq-nr_164)_[337510,345304]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_166_(dbseq-nr_165)_[178019,184056]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|1731 RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[191877,198719]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_166_(dbseq-nr_165)_[203912,210129]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|1731 RT|tork RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[227579,233910]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|pCretro RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[239876,246118]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|copia RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[252247,258827]	LTR	mixture	mixture	unknown	+	AP|ty1/copia INT|oryco ORFX|betaretroviridae RT|tork RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[27955,34408]	LTR	mixture	mixture	unknown	+	AP|ty1/copia INT|retrofit ORFX|betaretroviridae RT|tork RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[302609,308954]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_166_(dbseq-nr_165)_[314807,321080]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_166_(dbseq-nr_165)_[38564,45509]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|copia
scaffold_167_(dbseq-nr_166)_[108328,112341]	LTR	Copia	copia	no	-	RNaseH|copia
scaffold_167_(dbseq-nr_166)_[163843,169185]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|sire
scaffold_167_(dbseq-nr_166)_[246522,253821]	LTR	Gypsy	mixture	no	-	RNaseH|cer2-3 INT|tat
scaffold_167_(dbseq-nr_166)_[265055,271931]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_167_(dbseq-nr_166)_[275762,286494]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_167_(dbseq-nr_166)_[3378,10377]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_167_(dbseq-nr_166)_[45012,55581]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|tat
scaffold_167_(dbseq-nr_166)_[74212,81653]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_168_(dbseq-nr_167)_[144865,151727]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_168_(dbseq-nr_167)_[15140,21958]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_168_(dbseq-nr_167)_[197817,204833]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_168_(dbseq-nr_167)_[228747,235198]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_168_(dbseq-nr_167)_[44910,50735]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|sire
scaffold_168_(dbseq-nr_167)_[5606,12035]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_168_(dbseq-nr_167)_[74386,82103]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_169_(dbseq-nr_168)_[125731,133043]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_169_(dbseq-nr_168)_[139237,146282]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_169_(dbseq-nr_168)_[161492,166985]	LTR	Gypsy	mixture	no	-	AP|tat RNaseH|cer2-3
scaffold_169_(dbseq-nr_168)_[183729,190763]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_169_(dbseq-nr_168)_[199054,203972]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_169_(dbseq-nr_168)_[296035,302323]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_169_(dbseq-nr_168)_[331655,339371]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_169_(dbseq-nr_168)_[73809,80686]	LTR	Gypsy	v_clade	no	+	GAG|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_169_(dbseq-nr_168)_[94556,109407]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_16_(dbseq-nr_15)_[1353220,1367103]	LTR	Gypsy	v_clade	no	?	INT|sire AP|ty1/copia RT|v_clade RNaseH|v_clade
scaffold_16_(dbseq-nr_15)_[1413020,1420075]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_16_(dbseq-nr_15)_[1420115,1426725]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_16_(dbseq-nr_15)_[1494561,1501068]	LTR	Copia	mixture	yes	-	GAG|1731 AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_16_(dbseq-nr_15)_[1812784,1819604]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_16_(dbseq-nr_15)_[1820904,1827909]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_16_(dbseq-nr_15)_[275233,280245]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_16_(dbseq-nr_15)_[292433,298603]	LTR	Copia	mixture	no	+	AP|retrofit INT|oryco RT|pCretro RNaseH|codi_d
scaffold_16_(dbseq-nr_15)_[320527,328239]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_16_(dbseq-nr_15)_[980846,983268]	LTR	Copia	tork	no	-	INT|tork
scaffold_16_(dbseq-nr_15)_[984515,991304]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_16_(dbseq-nr_15)_[992816,994829]	LTR	Gypsy	pyret	no	+	AP|pyret
scaffold_170_(dbseq-nr_169)_[2135,10236]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_170_(dbseq-nr_169)_[320274,326635]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_170_(dbseq-nr_169)_[332551,336783]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_170_(dbseq-nr_169)_[62307,70572]	LTR	Copia	sire	no	+	RT|sire RNaseH|sire INT|tork
scaffold_171_(dbseq-nr_170)_[183179,189587]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_171_(dbseq-nr_170)_[18553,24414]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_171_(dbseq-nr_170)_[234630,241916]	LTR	Copia	copia	no	-	AP|retrofit INT|v_clade CHR|retroelement RT|copia RNaseH|copia
scaffold_171_(dbseq-nr_170)_[329368,338384]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_171_(dbseq-nr_170)_[41876,46742]	LTR	Copia	copia	no	+	INT|tork RT|copia RNaseH|copia
scaffold_171_(dbseq-nr_170)_[46991,53798]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_171_(dbseq-nr_170)_[54131,61539]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_172_(dbseq-nr_171)_[158859,165149]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_172_(dbseq-nr_171)_[26322,33354]	LTR	Copia	mixture	no	?	RNaseH|hydra INT|oryco RT|pseudovirus
scaffold_172_(dbseq-nr_171)_[327877,337408]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_173_(dbseq-nr_172)_[111582,118311]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_173_(dbseq-nr_172)_[257121,263064]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_173_(dbseq-nr_172)_[263431,269278]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|all
scaffold_173_(dbseq-nr_172)_[278494,284401]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_173_(dbseq-nr_172)_[289901,296234]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_173_(dbseq-nr_172)_[297342,305374]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_173_(dbseq-nr_172)_[320471,329409]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_174_(dbseq-nr_173)_[284145,291133]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_174_(dbseq-nr_173)_[7896,14215]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_175_(dbseq-nr_174)_[14502,20270]	LTR	Copia	sire	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_175_(dbseq-nr_174)_[205778,213424]	LTR	Gypsy	cer2-3	no	+	RNaseH|cer2-3
scaffold_175_(dbseq-nr_174)_[23520,30714]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_175_(dbseq-nr_174)_[32523,38972]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_175_(dbseq-nr_174)_[705,8439]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_176_(dbseq-nr_175)_[108823,116717]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|tat
scaffold_176_(dbseq-nr_175)_[125035,133018]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_176_(dbseq-nr_175)_[136961,141849]	LTR	Gypsy	v_clade	no	+	RNaseH|v_clade INT|v_clade
scaffold_176_(dbseq-nr_175)_[149019,156029]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_176_(dbseq-nr_175)_[219355,225472]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_176_(dbseq-nr_175)_[228646,238462]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_176_(dbseq-nr_175)_[23102,29438]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_176_(dbseq-nr_175)_[238464,245483]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_176_(dbseq-nr_175)_[307835,314469]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_177_(dbseq-nr_176)_[253203,261432]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|tat
scaffold_177_(dbseq-nr_176)_[273038,279075]	mixture	mixture	mixture	unknown	+	AP|dtg_ilg_template RT|reina RNaseH|athila INT|gmr1
scaffold_177_(dbseq-nr_176)_[295423,302358]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_177_(dbseq-nr_176)_[302413,309454]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_178_(dbseq-nr_177)_[114503,125085]	LTR	Copia	codi_d	no	-	RNaseH|codi_d
scaffold_178_(dbseq-nr_177)_[13452,19537]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_178_(dbseq-nr_177)_[142977,150015]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_178_(dbseq-nr_177)_[222553,231399]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_178_(dbseq-nr_177)_[23000,31036]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_178_(dbseq-nr_177)_[233047,240025]	LTR	Gypsy	mixture	no	+	RT|17_6 RNaseH|cer2-3 INT|gmr1
scaffold_178_(dbseq-nr_177)_[31739,36933]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|maggy INT|v_clade CHR|all
scaffold_178_(dbseq-nr_177)_[47788,60537]	LTR	Copia	codi_d	no	-	RNaseH|codi_d
scaffold_178_(dbseq-nr_177)_[71392,76367]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|maggy INT|v_clade CHR|all
scaffold_178_(dbseq-nr_177)_[88747,96673]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_178_(dbseq-nr_177)_[96679,105233]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_179_(dbseq-nr_178)_[107488,115522]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_179_(dbseq-nr_178)_[134908,141861]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_179_(dbseq-nr_178)_[289653,298702]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_179_(dbseq-nr_178)_[57694,64763]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_179_(dbseq-nr_178)_[6446,15590]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_179_(dbseq-nr_178)_[69072,76354]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_17_(dbseq-nr_16)_[1010128,1017796]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_17_(dbseq-nr_16)_[1143722,1148428]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|copia RNaseH|tork
scaffold_17_(dbseq-nr_16)_[1283893,1290425]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_17_(dbseq-nr_16)_[1379588,1386118]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_17_(dbseq-nr_16)_[1558015,1562579]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RNaseH|sire
scaffold_17_(dbseq-nr_16)_[253824,256927]	LTR	Copia	mixture	no	-	RT|copia RNaseH|oryco
scaffold_17_(dbseq-nr_16)_[354259,360780]	LTR	Copia	sire	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_17_(dbseq-nr_16)_[376021,379179]	LTR	Gypsy	mixture	no	+	GAG|v_clade AP|pyret
scaffold_17_(dbseq-nr_16)_[385567,392385]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_17_(dbseq-nr_16)_[398733,405347]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_17_(dbseq-nr_16)_[599150,604930]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|sire
scaffold_17_(dbseq-nr_16)_[764276,768539]	LTR	Copia	copia	no	-	RT|copia
scaffold_181_(dbseq-nr_180)_[166535,177305]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_181_(dbseq-nr_180)_[185923,192906]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3
scaffold_181_(dbseq-nr_180)_[204211,210856]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_181_(dbseq-nr_180)_[230870,244835]	LTR	Gypsy	v_clade	no	?	RT|v_clade RNaseH|TF INT|v_clade CHR|retroelement
scaffold_181_(dbseq-nr_180)_[71261,76718]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_182_(dbseq-nr_181)_[100173,106044]	LTR	Gypsy	mixture	no	+	AP|tat RNaseH|del
scaffold_182_(dbseq-nr_181)_[214438,220881]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_182_(dbseq-nr_181)_[256684,259561]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3
scaffold_182_(dbseq-nr_181)_[267012,274471]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_182_(dbseq-nr_181)_[6941,14702]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_183_(dbseq-nr_182)_[105532,111681]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_183_(dbseq-nr_182)_[120835,127875]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_183_(dbseq-nr_182)_[192616,199327]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_183_(dbseq-nr_182)_[219998,226830]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_183_(dbseq-nr_182)_[229167,238255]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_183_(dbseq-nr_182)_[279827,288039]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|cer2-3 INT|tat
scaffold_183_(dbseq-nr_182)_[28465,31882]	LTR	mixture	mixture	unknown	+	GAG|v_clade INT|galadriel CHR|retroelement
scaffold_183_(dbseq-nr_182)_[33429,39673]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_183_(dbseq-nr_182)_[76926,81304]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RNaseH|sire
scaffold_184_(dbseq-nr_183)_[11800,20007]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_184_(dbseq-nr_183)_[150579,157565]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_184_(dbseq-nr_183)_[161357,168345]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_184_(dbseq-nr_183)_[168847,174944]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|del
scaffold_184_(dbseq-nr_183)_[180681,186459]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_184_(dbseq-nr_183)_[270147,277175]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_184_(dbseq-nr_183)_[43898,53852]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_185_(dbseq-nr_184)_[221720,229329]	LTR	Copia	copia	no	+	AP|ty1/copia INT|copia RT|copia RNaseH|copia
