#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_231_(dbseq-nr_230)_[1228,10112]	LTR	Gypsy	mixture	no	-	RT|gypsy RNaseH|17_6
scaffold_24_(dbseq-nr_23)_[77115,83112]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_25_(dbseq-nr_24)_[13523,27528]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_25_(dbseq-nr_24)_[718293,725193]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_25_(dbseq-nr_24)_[731367,738268]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_26_(dbseq-nr_25)_[203047,204751]	LTR	unknown	retroelement	unknown	-	CHR|retroelement
scaffold_26_(dbseq-nr_25)_[217517,225406]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_26_(dbseq-nr_25)_[237382,250218]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_26_(dbseq-nr_25)_[257893,265311]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_26_(dbseq-nr_25)_[571724,579556]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del
scaffold_26_(dbseq-nr_25)_[592469,597932]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_26_(dbseq-nr_25)_[611471,616193]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_26_(dbseq-nr_25)_[629906,641727]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|sire INT|v_clade
scaffold_26_(dbseq-nr_25)_[646226,653077]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_26_(dbseq-nr_25)_[674849,684500]	LTR	Gypsy	crm	no	+	RNaseH|crm
scaffold_26_(dbseq-nr_25)_[685770,692618]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_26_(dbseq-nr_25)_[697219,703974]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_27_(dbseq-nr_26)_[181953,189367]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_27_(dbseq-nr_26)_[191855,196313]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_27_(dbseq-nr_26)_[205381,211581]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_27_(dbseq-nr_26)_[211585,219915]	LTR	Gypsy	mixture	no	?	AP|tat RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_27_(dbseq-nr_26)_[220346,228358]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_27_(dbseq-nr_26)_[31154,37675]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_27_(dbseq-nr_26)_[44293,58960]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_27_(dbseq-nr_26)_[509257,515253]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_28_(dbseq-nr_27)_[285690,297734]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_28_(dbseq-nr_27)_[583453,587976]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_28_(dbseq-nr_27)_[596679,599256]	mixture	mixture	mixture	unknown	-	GAG|v_clade CHR|all
scaffold_28_(dbseq-nr_27)_[602326,609417]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_28_(dbseq-nr_27)_[609455,621687]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all RT|v_clade RNaseH|v_clade
scaffold_28_(dbseq-nr_27)_[633513,639268]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_29_(dbseq-nr_28)_[17169,21716]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_29_(dbseq-nr_28)_[514280,520283]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_29_(dbseq-nr_28)_[550738,556660]	LTR	Copia	tork	no	-	AP|pseudovirus INT|tork RT|tork RNaseH|sire
scaffold_29_(dbseq-nr_28)_[651764,657758]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_29_(dbseq-nr_28)_[7109,14155]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_2_(dbseq-nr_1)_[1886370,1894055]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_2_(dbseq-nr_1)_[1894941,1907417]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_2_(dbseq-nr_1)_[1911746,1925702]	LTR	Gypsy	v_clade	no	?	RT|v_clade RNaseH|v_clade CHR|all INT|v_clade AP|v_clade GAG|v_clade
scaffold_2_(dbseq-nr_1)_[1927787,1935436]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_2_(dbseq-nr_1)_[1935499,1941631]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_2_(dbseq-nr_1)_[638415,645369]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_2_(dbseq-nr_1)_[825000,830140]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_30_(dbseq-nr_29)_[37898,44935]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_30_(dbseq-nr_29)_[488851,497130]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_32_(dbseq-nr_31)_[129610,136079]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_32_(dbseq-nr_31)_[175106,181696]	mixture	mixture	mixture	unknown	-	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_32_(dbseq-nr_31)_[214033,220573]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_32_(dbseq-nr_31)_[21456,31507]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_32_(dbseq-nr_31)_[226294,232236]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_32_(dbseq-nr_31)_[270238,277001]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_32_(dbseq-nr_31)_[278123,287587]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_32_(dbseq-nr_31)_[320772,328194]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_32_(dbseq-nr_31)_[332588,338824]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_32_(dbseq-nr_31)_[39183,45739]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_32_(dbseq-nr_31)_[427335,434194]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_32_(dbseq-nr_31)_[447315,454014]	LTR	Gypsy	mixture	no	-	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_32_(dbseq-nr_31)_[454734,461716]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_32_(dbseq-nr_31)_[464256,471066]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_32_(dbseq-nr_31)_[471279,477207]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|sire
scaffold_32_(dbseq-nr_31)_[480527,488538]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_32_(dbseq-nr_31)_[490640,496243]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_32_(dbseq-nr_31)_[525301,530388]	LTR	Copia	oryco	no	-	AP|retrofit INT|oryco RT|sire RNaseH|oryco
scaffold_32_(dbseq-nr_31)_[538294,546219]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_32_(dbseq-nr_31)_[556265,562789]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_32_(dbseq-nr_31)_[567737,574778]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_32_(dbseq-nr_31)_[575154,580962]	LTR	Copia	tork	no	+	AP|pseudovirus INT|tork RT|tork RNaseH|sire
scaffold_32_(dbseq-nr_31)_[590845,594999]	LTR	Copia	copia	no	-	AP|retrofit INT|copia RT|tork RNaseH|copia
scaffold_33_(dbseq-nr_32)_[10345,16481]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_33_(dbseq-nr_32)_[3277,10344]	LTR	Gypsy	mixture	no	-	AP|tat RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_33_(dbseq-nr_32)_[459985,467572]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_33_(dbseq-nr_32)_[470082,475952]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_33_(dbseq-nr_32)_[481243,490359]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_33_(dbseq-nr_32)_[569756,576356]	mixture	mixture	mixture	unknown	+	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_35_(dbseq-nr_34)_[558541,571561]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_35_(dbseq-nr_34)_[572073,581352]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_36_(dbseq-nr_35)_[253526,259538]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_37_(dbseq-nr_36)_[386639,391177]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_37_(dbseq-nr_36)_[391180,399077]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_38_(dbseq-nr_37)_[105239,111232]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_38_(dbseq-nr_37)_[111772,116319]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_38_(dbseq-nr_37)_[196195,200728]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_38_(dbseq-nr_37)_[20642,27535]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_38_(dbseq-nr_37)_[32836,39419]	LTR	Gypsy	mixture	no	-	AP|tat RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_38_(dbseq-nr_37)_[39421,45798]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_38_(dbseq-nr_37)_[510194,516411]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_38_(dbseq-nr_37)_[528323,534612]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_38_(dbseq-nr_37)_[60176,67832]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[328363,339037]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_39_(dbseq-nr_38)_[377346,387936]	LTR	Gypsy	mixture	no	+	GAG|v_clade AP|maggy
scaffold_39_(dbseq-nr_38)_[393911,400123]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[408516,416929]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_39_(dbseq-nr_38)_[429392,436204]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[476456,484053]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_39_(dbseq-nr_38)_[507193,513321]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_3_(dbseq-nr_2)_[1010867,1016704]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[1046389,1052546]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade
scaffold_3_(dbseq-nr_2)_[112549,117755]	LTR	Gypsy	gmr1	no	+	INT|gmr1
scaffold_3_(dbseq-nr_2)_[117779,124156]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[144964,150927]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_3_(dbseq-nr_2)_[20130,27383]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[30654,36733]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[40855,48777]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[48853,59700]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_3_(dbseq-nr_2)_[62643,68098]	LTR	Gypsy	v_clade	no	+	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[934072,941820]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_3_(dbseq-nr_2)_[942419,949432]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_3_(dbseq-nr_2)_[957952,970203]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3
scaffold_3_(dbseq-nr_2)_[96994,103264]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[978600,993577]	LTR	mixture	mixture	unknown	?	CHR|retroelement RT|v_clade INT|copia
scaffold_40_(dbseq-nr_39)_[227980,234110]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_40_(dbseq-nr_39)_[234372,241160]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_40_(dbseq-nr_39)_[245595,251068]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_40_(dbseq-nr_39)_[254647,261309]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_40_(dbseq-nr_39)_[265639,271753]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_40_(dbseq-nr_39)_[272017,278231]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_40_(dbseq-nr_39)_[287667,299449]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[122120,128113]	LTR	Copia	mixture	no	-	INT|retrofit RT|tork RNaseH|sire
scaffold_42_(dbseq-nr_41)_[128833,135620]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_42_(dbseq-nr_41)_[161767,167469]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[167479,176101]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_42_(dbseq-nr_41)_[181437,190398]	mixture	mixture	mixture	unknown	-	RT|reina RNaseH|del INT|gmr1 AP|cog5550
scaffold_42_(dbseq-nr_41)_[191130,199057]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_42_(dbseq-nr_41)_[201520,207546]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[207694,215550]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_42_(dbseq-nr_41)_[218719,227825]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_43_(dbseq-nr_42)_[261155,270659]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|tat
scaffold_43_(dbseq-nr_42)_[58633,65413]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_45_(dbseq-nr_44)_[120273,126270]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_48_(dbseq-nr_47)_[101011,109386]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_48_(dbseq-nr_47)_[124527,130588]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_48_(dbseq-nr_47)_[138046,145669]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_48_(dbseq-nr_47)_[153108,160073]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_48_(dbseq-nr_47)_[166681,171224]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_48_(dbseq-nr_47)_[187258,195379]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_48_(dbseq-nr_47)_[2141,12409]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_48_(dbseq-nr_47)_[229493,237056]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_48_(dbseq-nr_47)_[257029,270565]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_48_(dbseq-nr_47)_[26770,34369]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_48_(dbseq-nr_47)_[293796,304338]	LTR	Copia	tork	no	-	GAG|tork AP|ty1/copia INT|retrofit RT|tork
scaffold_48_(dbseq-nr_47)_[334735,341123]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_48_(dbseq-nr_47)_[348577,354915]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_48_(dbseq-nr_47)_[355030,358653]	LTR	Copia	mixture	no	-	RT|tork RNaseH|sire
scaffold_48_(dbseq-nr_47)_[366796,370398]	LTR	Copia	tork	no	+	RNaseH|tork
scaffold_48_(dbseq-nr_47)_[40930,47872]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_48_(dbseq-nr_47)_[438004,444693]	LTR	Gypsy	mixture	no	+	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_48_(dbseq-nr_47)_[47887,54005]	LTR	Gypsy	v_clade	no	+	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_49_(dbseq-nr_48)_[279553,285722]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_49_(dbseq-nr_48)_[306593,312938]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_49_(dbseq-nr_48)_[404855,411181]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_49_(dbseq-nr_48)_[95348,102237]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_4_(dbseq-nr_3)_[105386,111381]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_4_(dbseq-nr_3)_[1094914,1100913]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_4_(dbseq-nr_3)_[16281,22034]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_4_(dbseq-nr_3)_[334322,340701]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_4_(dbseq-nr_3)_[414792,422690]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_4_(dbseq-nr_3)_[834619,840612]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_51_(dbseq-nr_50)_[315464,321459]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_52_(dbseq-nr_51)_[162832,169039]	LTR	Gypsy	v_clade	no	+	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_52_(dbseq-nr_51)_[19313,25441]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_52_(dbseq-nr_51)_[194330,201266]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_52_(dbseq-nr_51)_[205265,211776]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_52_(dbseq-nr_51)_[211809,223764]	LTR	Gypsy	mixture	no	?	INT|maggy RNaseH|pyret RT|reina GAG|v_clade
scaffold_52_(dbseq-nr_51)_[234843,249868]	LTR	Gypsy	v_clade	no	?	INT|v_clade RNaseH|v_clade RT|del
scaffold_52_(dbseq-nr_51)_[266018,278911]	LTR	Copia	mixture	no	?	RNaseH|copia RT|tork
scaffold_52_(dbseq-nr_51)_[281224,287154]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_52_(dbseq-nr_51)_[287224,293025]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_52_(dbseq-nr_51)_[312132,318821]	LTR	Gypsy	mixture	no	-	AP|reina RT|v_clade RNaseH|pyret INT|maggy
scaffold_52_(dbseq-nr_51)_[349662,359350]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|tat
scaffold_52_(dbseq-nr_51)_[370126,378052]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_52_(dbseq-nr_51)_[389745,397388]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_53_(dbseq-nr_52)_[255914,261867]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_54_(dbseq-nr_53)_[4070,8062]	LTR	Gypsy	gypsy	no	-	RNaseH|gypsy
scaffold_55_(dbseq-nr_54)_[184691,190692]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_55_(dbseq-nr_54)_[20058,26954]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_55_(dbseq-nr_54)_[307865,313877]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_55_(dbseq-nr_54)_[3665,12072]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_55_(dbseq-nr_54)_[53168,59079]	LTR	Copia	tork	no	-	AP|pseudovirus INT|tork RT|tork RNaseH|sire
scaffold_55_(dbseq-nr_54)_[79701,86411]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_55_(dbseq-nr_54)_[94877,101074]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_56_(dbseq-nr_55)_[138823,145028]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_56_(dbseq-nr_55)_[148139,155826]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_56_(dbseq-nr_55)_[162853,169918]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_56_(dbseq-nr_55)_[178225,184569]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_56_(dbseq-nr_55)_[318455,324481]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_56_(dbseq-nr_55)_[36919,42368]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
