#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_195_(dbseq-nr_194)_[75066,81977]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_196_(dbseq-nr_195)_[68532,74850]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_196_(dbseq-nr_195)_[8612,19457]	LTR	Gypsy	v_clade	no	-	AP|pseudovirus GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_197_(dbseq-nr_196)_[132192,139013]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_197_(dbseq-nr_196)_[139018,146909]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_197_(dbseq-nr_196)_[149488,153936]	LTR	Gypsy	reina	no	-	RT|reina
scaffold_197_(dbseq-nr_196)_[168672,176381]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_197_(dbseq-nr_196)_[194969,201980]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_197_(dbseq-nr_196)_[201986,217438]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_198_(dbseq-nr_197)_[14375,19211]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit
scaffold_198_(dbseq-nr_197)_[167760,173851]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_198_(dbseq-nr_197)_[1768,8931]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_198_(dbseq-nr_197)_[178697,189153]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6
scaffold_198_(dbseq-nr_197)_[23960,30029]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_198_(dbseq-nr_197)_[288756,294547]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_198_(dbseq-nr_197)_[315569,321504]	mixture	mixture	mixture	unknown	+	AP|dtg_ilg_template RT|reina RNaseH|athila INT|gmr1
scaffold_198_(dbseq-nr_197)_[33396,48400]	LTR	mixture	mixture	unknown	?	RT|reina AP|ty1/copia INT|tork RNaseH|copia
scaffold_198_(dbseq-nr_197)_[55731,58868]	LTR	Copia	mixture	no	+	RT|pseudovirus RNaseH|copia
scaffold_199_(dbseq-nr_198)_[110673,115465]	LTR	Copia	copia	no	+	RT|copia RNaseH|copia
scaffold_199_(dbseq-nr_198)_[121980,128285]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_199_(dbseq-nr_198)_[130451,137408]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_199_(dbseq-nr_198)_[159336,166381]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|tork RNaseH|codi_d
scaffold_199_(dbseq-nr_198)_[20034,25524]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_199_(dbseq-nr_198)_[289095,294606]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_199_(dbseq-nr_198)_[314017,318776]	LTR	Copia	mixture	no	-	RT|copia RNaseH|codi_d
scaffold_199_(dbseq-nr_198)_[35444,40942]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_199_(dbseq-nr_198)_[56683,63656]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|copia
scaffold_19_(dbseq-nr_18)_[130930,145101]	LTR	Copia	codi_d	no	-	RNaseH|codi_d
scaffold_19_(dbseq-nr_18)_[26608,29540]	LTR	Copia	mixture	no	+	RT|sire RNaseH|copia
scaffold_19_(dbseq-nr_18)_[836267,848938]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RNaseH|v_clade AP|v_clade RT|v_clade INT|v_clade CHR|all
scaffold_19_(dbseq-nr_18)_[967041,974069]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_1_(dbseq-nr_0)_[1202135,1213773]	LTR	Copia	tork	no	-	INT|tork
scaffold_1_(dbseq-nr_0)_[123782,131000]	LTR	Copia	copia	no	+	INT|copia RT|copia RNaseH|codi_d
scaffold_1_(dbseq-nr_0)_[1417034,1422252]	LTR	Copia	mixture	no	+	INT|oryco RT|copia RNaseH|tork
scaffold_1_(dbseq-nr_0)_[145483,152962]	LTR	Copia	tork	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_1_(dbseq-nr_0)_[1546252,1555325]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pseudovirus RNaseH|sire
scaffold_1_(dbseq-nr_0)_[161322,171750]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_1_(dbseq-nr_0)_[1628434,1638563]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_1_(dbseq-nr_0)_[1687809,1696618]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_1_(dbseq-nr_0)_[1732515,1739054]	mixture	mixture	mixture	unknown	-	AP|dtg_ilg_template RT|reina RNaseH|galadriel INT|tat
scaffold_1_(dbseq-nr_0)_[179324,188967]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[1831067,1837192]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|pCretro RNaseH|codi_d
scaffold_1_(dbseq-nr_0)_[222897,225300]	LTR	Gypsy	del	no	+	RNaseH|del
scaffold_1_(dbseq-nr_0)_[232293,238799]	LTR	Copia	sire	no	+	INT|copia RT|sire RNaseH|sire
scaffold_1_(dbseq-nr_0)_[256909,262716]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|sire
scaffold_1_(dbseq-nr_0)_[268292,272271]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6
scaffold_1_(dbseq-nr_0)_[467607,473852]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_1_(dbseq-nr_0)_[47949,54770]	LTR	Copia	mixture	no	+	RT|pseudovirus RNaseH|copia
scaffold_1_(dbseq-nr_0)_[515042,521435]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_1_(dbseq-nr_0)_[702841,709405]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_1_(dbseq-nr_0)_[790003,798749]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_1_(dbseq-nr_0)_[826665,833013]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_1_(dbseq-nr_0)_[96782,105538]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_200_(dbseq-nr_199)_[238413,244236]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|sire
scaffold_201_(dbseq-nr_200)_[206588,214548]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_201_(dbseq-nr_200)_[219932,224356]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_201_(dbseq-nr_200)_[235287,241200]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_201_(dbseq-nr_200)_[250551,258503]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_202_(dbseq-nr_201)_[25071,31241]	LTR	Copia	mixture	no	+	AP|retrofit INT|oryco RT|pCretro RNaseH|codi_d
scaffold_202_(dbseq-nr_201)_[53162,60873]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_202_(dbseq-nr_201)_[7887,12894]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_203_(dbseq-nr_202)_[142735,149094]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_203_(dbseq-nr_202)_[197858,204804]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_203_(dbseq-nr_202)_[204810,211014]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_203_(dbseq-nr_202)_[236038,243542]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_203_(dbseq-nr_202)_[244554,250092]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_203_(dbseq-nr_202)_[265949,273840]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_203_(dbseq-nr_202)_[26747,29706]	LTR	Copia	copia	no	+	RT|copia RNaseH|copia
scaffold_204_(dbseq-nr_203)_[141268,145160]	LTR	Copia	copia	no	-	RNaseH|copia
scaffold_205_(dbseq-nr_204)_[13908,16875]	LTR	Gypsy	tat	no	-	INT|tat
scaffold_205_(dbseq-nr_204)_[240902,246333]	LTR	Copia	copia	no	-	INT|tork RT|copia RNaseH|copia
scaffold_205_(dbseq-nr_204)_[73908,79737]	LTR	Copia	tork	no	+	INT|tork RT|tork RNaseH|copia
scaffold_206_(dbseq-nr_205)_[116815,122411]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_206_(dbseq-nr_205)_[190403,198002]	LTR	Gypsy	cer2-3	no	-	RNaseH|cer2-3
scaffold_206_(dbseq-nr_205)_[30957,37740]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_206_(dbseq-nr_205)_[66981,80312]	LTR	Copia	mixture	no	+	INT|retrofit RT|hydra
scaffold_207_(dbseq-nr_206)_[13348,20022]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_207_(dbseq-nr_206)_[5118,11929]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_208_(dbseq-nr_207)_[145994,150181]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_209_(dbseq-nr_208)_[1531,7098]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_209_(dbseq-nr_208)_[185746,191545]	LTR	Copia	sire	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_209_(dbseq-nr_208)_[288547,295560]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_209_(dbseq-nr_208)_[301165,308408]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_209_(dbseq-nr_208)_[7811,16354]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_20_(dbseq-nr_19)_[10428,17062]	LTR	Gypsy	mixture	no	-	AP|micropia_mdg3 RT|reina RNaseH|galadriel INT|tat
scaffold_20_(dbseq-nr_19)_[303893,310714]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_20_(dbseq-nr_19)_[314714,319853]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_20_(dbseq-nr_19)_[320991,327629]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_20_(dbseq-nr_19)_[331942,340028]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_20_(dbseq-nr_19)_[530905,539132]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_20_(dbseq-nr_19)_[539137,547026]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_20_(dbseq-nr_19)_[864120,872962]	LTR	Copia	pseudovirus	no	+	RT|pseudovirus
scaffold_20_(dbseq-nr_19)_[895775,908483]	LTR	Gypsy	v_clade	no	-	AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_20_(dbseq-nr_19)_[936048,943862]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_20_(dbseq-nr_19)_[958286,967033]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|a_clade
scaffold_210_(dbseq-nr_209)_[166188,173589]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_210_(dbseq-nr_209)_[260651,266952]	LTR	Copia	mixture	no	-	INT|retrofit RT|sire RNaseH|copia
scaffold_210_(dbseq-nr_209)_[285638,292881]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_211_(dbseq-nr_210)_[1856,7082]	LTR	Copia	retrofit	no	-	AP|retrofit INT|retrofit RT|copia RNaseH|tork
scaffold_211_(dbseq-nr_210)_[243587,252799]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_211_(dbseq-nr_210)_[256208,263217]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_211_(dbseq-nr_210)_[30718,36654]	LTR	Copia	retrofit	no	-	AP|retrofit INT|retrofit RT|1731 RNaseH|copia
scaffold_211_(dbseq-nr_210)_[49352,55005]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_211_(dbseq-nr_210)_[71460,85437]	LTR	Gypsy	v_clade	no	?	CHR|all INT|v_clade AP|v_clade GAG|v_clade RT|reina RNaseH|cer2-3
scaffold_211_(dbseq-nr_210)_[87006,94810]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_212_(dbseq-nr_211)_[262394,269389]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_212_(dbseq-nr_211)_[269419,275797]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_213_(dbseq-nr_212)_[175408,181288]	LTR	Gypsy	v_clade	no	+	GAG|v_clade INT|v_clade CHR|all
scaffold_213_(dbseq-nr_212)_[192848,198812]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_214_(dbseq-nr_213)_[132857,138757]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|1731 RNaseH|copia
scaffold_214_(dbseq-nr_213)_[152237,158402]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_214_(dbseq-nr_213)_[190183,195351]	LTR	Copia	mixture	no	+	INT|oryco RT|sire RNaseH|tork
scaffold_214_(dbseq-nr_213)_[2265,9285]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_214_(dbseq-nr_213)_[234047,240415]	LTR	mixture	mixture	unknown	-	AP|ty1/copia ORFX|betaretroviridae INT|oryco RT|1731 RNaseH|codi_d
scaffold_214_(dbseq-nr_213)_[255083,262237]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_214_(dbseq-nr_213)_[264913,272586]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_214_(dbseq-nr_213)_[96989,104276]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_215_(dbseq-nr_214)_[242082,249199]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_216_(dbseq-nr_215)_[145532,152330]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_217_(dbseq-nr_216)_[184211,192220]	LTR	Copia	copia	no	+	RT|copia
scaffold_217_(dbseq-nr_216)_[214719,221162]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_217_(dbseq-nr_216)_[276568,283304]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_219_(dbseq-nr_218)_[131953,143739]	LTR	Copia	retrofit	no	+	AP|retrofit
scaffold_219_(dbseq-nr_218)_[277047,283219]	LTR	Gypsy	v_clade	no	+	AP|dtg_ilg_template RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_219_(dbseq-nr_218)_[283227,290244]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_219_(dbseq-nr_218)_[86656,92414]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_21_(dbseq-nr_20)_[177167,182955]	LTR	Copia	tork	no	+	AP|tork INT|tork RT|tork RNaseH|copia
scaffold_21_(dbseq-nr_20)_[218000,225016]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_21_(dbseq-nr_20)_[230615,235969]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_220_(dbseq-nr_219)_[182807,184634]	LTR	Copia	mixture	no	-	RT|sire RNaseH|retrofit
scaffold_220_(dbseq-nr_219)_[59063,65206]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|pCretro RNaseH|codi_d
scaffold_220_(dbseq-nr_219)_[82864,86665]	LTR	Copia	mixture	no	+	INT|retrofit RT|sire RNaseH|copia
scaffold_221_(dbseq-nr_220)_[106255,114467]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|tat
scaffold_221_(dbseq-nr_220)_[22019,29033]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_221_(dbseq-nr_220)_[6013,14003]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_221_(dbseq-nr_220)_[69871,75212]	LTR	Copia	mixture	no	+	AP|ty1/copia RT|pCretro RNaseH|sire
scaffold_222_(dbseq-nr_221)_[152440,158634]	LTR	Copia	sire	no	-	AP|ty1/copia INT|copia RT|sire RNaseH|sire
scaffold_222_(dbseq-nr_221)_[246745,250240]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit
scaffold_222_(dbseq-nr_221)_[256228,260567]	mixture	mixture	mixture	unknown	-	RNaseH|cer2-3 CHR|all
scaffold_222_(dbseq-nr_221)_[270370,283774]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_223_(dbseq-nr_222)_[101671,108005]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_224_(dbseq-nr_223)_[18533,26334]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|del INT|tat
scaffold_224_(dbseq-nr_223)_[230179,238370]	LTR	Copia	copia	no	+	INT|v_clade CHR|retroelement RT|copia RNaseH|copia
scaffold_224_(dbseq-nr_223)_[26359,35398]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_224_(dbseq-nr_223)_[52806,60699]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_224_(dbseq-nr_223)_[68296,73275]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade INT|v_clade CHR|all
scaffold_224_(dbseq-nr_223)_[7600,13939]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_225_(dbseq-nr_224)_[182156,193451]	LTR	Copia	mixture	no	-	INT|oryco RNaseH|copia
scaffold_225_(dbseq-nr_224)_[41422,47987]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_226_(dbseq-nr_225)_[139609,145665]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|osvaldo INT|gmr1
scaffold_226_(dbseq-nr_225)_[147908,153969]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_226_(dbseq-nr_225)_[157172,164189]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_226_(dbseq-nr_225)_[171265,178278]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_226_(dbseq-nr_225)_[214812,217743]	LTR	Gypsy	osvaldo	no	-	RNaseH|osvaldo
scaffold_226_(dbseq-nr_225)_[246263,252519]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_226_(dbseq-nr_225)_[54264,67243]	LTR	Copia	ty1/copia	no	-	AP|ty1/copia
scaffold_227_(dbseq-nr_226)_[109357,116365]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_227_(dbseq-nr_226)_[124372,133365]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_227_(dbseq-nr_226)_[14859,21296]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_227_(dbseq-nr_226)_[164126,170857]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_227_(dbseq-nr_226)_[175241,181835]	LTR	Copia	sire	no	-	AP|ty1/copia INT|oryco RT|sire RNaseH|sire
scaffold_227_(dbseq-nr_226)_[182197,189781]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_227_(dbseq-nr_226)_[253170,257909]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|oryco
scaffold_227_(dbseq-nr_226)_[267920,273544]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_227_(dbseq-nr_226)_[27215,38583]	LTR	Gypsy	reina	no	+	RT|reina
scaffold_227_(dbseq-nr_226)_[359,5681]	Unknown	unknown	cog5550	unknown	-	AP|cog5550
scaffold_228_(dbseq-nr_227)_[4611,11226]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_228_(dbseq-nr_227)_[77168,83659]	LTR	Copia	sire	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|sire
scaffold_22_(dbseq-nr_21)_[191394,198358]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy
scaffold_22_(dbseq-nr_21)_[2064,13218]	LTR	Copia	pCretro	no	-	RT|pCretro
scaffold_22_(dbseq-nr_21)_[313836,324738]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_22_(dbseq-nr_21)_[330297,345202]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_22_(dbseq-nr_21)_[349963,356894]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|retroelement
scaffold_22_(dbseq-nr_21)_[416452,429481]	mixture	mixture	mixture	unknown	+	AP|dtg_ilg_template RT|v_clade
scaffold_22_(dbseq-nr_21)_[480134,484147]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_22_(dbseq-nr_21)_[510816,518255]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_22_(dbseq-nr_21)_[536891,547460]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|tat
scaffold_22_(dbseq-nr_21)_[582087,589071]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_22_(dbseq-nr_21)_[88090,94528]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_22_(dbseq-nr_21)_[923899,929738]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pCretro RNaseH|copia
scaffold_230_(dbseq-nr_229)_[275187,281355]	LTR	Copia	sire	no	-	AP|copia INT|tork RT|sire RNaseH|sire
scaffold_231_(dbseq-nr_230)_[221673,227770]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_231_(dbseq-nr_230)_[234243,241173]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_231_(dbseq-nr_230)_[248273,255064]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_231_(dbseq-nr_230)_[257510,263672]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_231_(dbseq-nr_230)_[614,6734]	LTR	Copia	mixture	no	-	AP|retrofit INT|oryco RT|tork RNaseH|codi_d
scaffold_232_(dbseq-nr_231)_[103779,110159]	LTR	Copia	ty1/copia	no	+	AP|ty1/copia
scaffold_232_(dbseq-nr_231)_[152156,158624]	LTR	Copia	mixture	yes	+	GAG|1731 AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_232_(dbseq-nr_231)_[35690,41607]	LTR	Gypsy	v_clade	no	-	GAG|v_clade INT|v_clade CHR|all
scaffold_233_(dbseq-nr_232)_[149482,155890]	LTR	Copia	copia	no	-	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_234_(dbseq-nr_233)_[151603,158634]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|bel RT|v_clade RNaseH|pyret INT|v_clade
scaffold_234_(dbseq-nr_233)_[158681,164945]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_234_(dbseq-nr_233)_[166825,172012]	LTR	Copia	mixture	no	+	INT|oryco RT|copia RNaseH|tork
scaffold_234_(dbseq-nr_233)_[187666,193314]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_235_(dbseq-nr_234)_[100882,107404]	LTR	Copia	mixture	yes	+	GAG|1731 AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
scaffold_235_(dbseq-nr_234)_[178301,189070]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_235_(dbseq-nr_234)_[206463,215597]	LTR	mixture	mixture	unknown	?	RNaseH|pyret RT|1731
